ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude_decimal_degrees,longitude_decimal_degrees
ES-0064,small_airport,Aerodromo Vistabella del Maestrat,2953,EU,ES,ES-CS,Vistabella del Maestrat,,,,40.33185,-0.300633
ES-0065,small_airport,AerÃƒÂ³dromo AerÃƒÂ³polis,1509,EU,ES,ES-CM,El Casar de Escalona,,,,40.020804,-4.558266
ES-0066,small_airport,AerÃƒÂ³dromo Orce,3245,EU,ES,ES-AN,Orce,,,,37.73545,-2.36425
ES-0067,small_airport,AerÃƒÂ³dromo de Hiendelaencina-Alto Rey,4101,EU,ES,ES-CM,Hiendelaencina,,,,41.10826667,-2.9859667
ES-0068,closed,AerÃƒÂ²drom de Can Moragues,,EU,ES,ES-B,Sabadell,,,,41.580987,2.100083
ES-0069,small_airport,Air MarugÃƒÂ¡n,3068,EU,ES,ES-SG,MarugÃƒÂ¡n,LEIR,,,40.9111,-4.370917
ES-0070,small_airport,AerÃƒÂ³dromo AlcalÃƒÂ¡ del RÃƒÂ­o,144,EU,ES,ES-SE,AlcalÃƒÂ¡ del RÃƒÂ­o,,,,37.553279,-5.980612
ES-0071,small_airport,Ronda,2526,EU,ES,ES-AN,Ronda,,,,36.73786,-5.114125
ES-0072,small_airport,AerÃƒÂ³dromo de Beariz,2589,EU,ES,ES-OR,Beariz,,,,42.460951,-8.339674
ES-0073,small_airport,AerÃƒÂ³dromo de Caravaca de la Cruz,2625,EU,ES,ES-MU,,,,,38.0468,-1.92201
ES-0074,small_airport,AerÃƒÂ³dromo el MaÃƒÂ­llo,3396,EU,ES,ES-SA,,,,,40.571167,-6.2188167
ES-0075,small_airport,AerÃƒÂ³dromo de Navianos de Valverde,2395,EU,ES,ES-CL,,,,,41.959145,-5.835035
ES-0076,small_airport,AeroVeleta ULM,2444,EU,ES,ES-AN,"Caparacena, Granada",,,,37.294754,-3.712869
ES-0077,small_airport,AerÃƒÂ³dromo Pozuelo de Calatrava,1847,EU,ES,ES-CM,Pozuelo de Calatrava,,,,38.905198,-3.852635
ES-0078,small_airport,AerÃƒÂ³dromo de Sober,1903,EU,ES,ES-OR,Sober,,,,42.432403,-7.488721
ES-0079,small_airport,AerÃƒÂ³dromo La Balanzona,1969,EU,ES,ES-AN,,,,,37.96173333,-4.80705
ES-0080,small_airport,AerÃƒÂ³dromo de Valverde del Camino,810,EU,ES,ES-AN,Valverde del Camino,,,,37.5056,-6.70245
ES-0081,small_airport,AerÃƒÂ³dromo de Utrera,131,EU,ES,ES-SE,Utrera,LEUT,,,37.153417,-5.798882
ES-0082,small_airport,AerÃƒÂ³dromo La Loma,2789,EU,ES,ES-V,Siete Aguas,,,,39.4886667,-0.9022167
ES-0083,small_airport,AerÃƒÂ³dromo forestal de La Yesa,3675,EU,ES,ES-V,La Yesa,,,,39.909035,-0.948624
ES-0084,small_airport,AerÃƒÂ³dromo forestal de Enguera,1903,EU,ES,ES-V,Enguera,,,,38.94316667,-0.76915
ES-0085,small_airport,AerÃƒÂ³dromo forestal de Ademuz,3970,EU,ES,ES-V,Ademuz,,,,40.091464,-1.210474
ES-0086,small_airport,AerÃƒÂ³dromo forestal Castell de Castells,3019,EU,ES,ES-V,,,,,38.731,-0.14471
ES-0087,small_airport,Don Benito,,EU,ES,ES-EX,,,,,38.97846667,-5.866
ES-0088,small_airport,AerÃƒÂ³dromo BenagÃƒÂ©ber,2871,EU,ES,ES-V,BenagÃƒÂ©ber,,,,39.735148,-1.139396
ES-0089,small_airport,Alt Camp de Vallmoll,604,EU,ES,ES-CT,,,,,41.249924,1.241474
ES-0090,small_airport,Villamarco UL,2800,EU,ES,ES-LE,,,,,42.45175,-5.287083
ES-0091,small_airport,Base de Bomberos del Amogable,3806,EU,ES,ES-CL,Covaleda,,,,41.861768,-2.949889
ES-0092,small_airport,Chozas de Abajo,2953,EU,ES,ES-LE,,,,,42.497215,-5.682669
ES-0093,small_airport,AlcalÃƒÂ¡ de la Jovada Airstrip,,EU,ES,ES-V,AlcalÃƒÂ¡ de la Jovada,,,,38.786461,-0.232382
ES-0094,small_airport,AerÃƒÂ³dromo de Sonseca,2408,EU,ES,ES-CM,Sonseca,,,,39.693244,-3.933074
ES-0095,small_airport,AerÃƒÂ³dromo de Tudela,778,EU,ES,ES-NA,,,,,42.109262,-1.686976
ES-0096,small_airport,Guadix,3281,EU,ES,ES-AN,,,,,37.412624,-3.075759
ES-0097,small_airport,AerÃƒÂ³dromo de Campillos,3937,EU,ES,ES-CM,Campillos,,,,39.94135,-1.530533
ES-0098,small_airport,MoiÃƒÂ  El Prat,2264,EU,ES,ES-CT,MoiÃƒ,,,,41.800541,2.112188
ES-0099,small_airport,MoiÃƒÂ  Les Umbertes,2231,EU,ES,ES-CT,MoiÃƒ,,,,41.7868167,2.129783
ES-0100,small_airport,AerÃƒÂ³dromo de Algodor,1608,EU,ES,ES-CM,Algodor (Toledo),,,,39.9004,-3.87338333
ES-0101,small_airport,AerÃƒÂ³dromo de la Guardia,2097,EU,ES,ES-CM,La Guardia,,,,39.770897,-3.604716
ES-0102,small_airport,Aerodromo de Sesma,1476,EU,ES,ES-NA,Sesma,,,,42.425252,-2.027204
ES-0103,small_airport,Cervera de Pisuerga,3609,EU,ES,ES-CL,Cervera de Pisuerga,,,,42.887425,-4.530838
ES-0104,small_airport,Aerodromo El Busto,2648,EU,ES,ES-CL,Santa Maria del PÃƒÂ¡ramo,,,,42.34463,-5.803481
ES-0105,small_airport,AerÃƒÂ³dromo de Lumbier,1575,EU,ES,ES-NA,Lumbier,LEUM,,,42.66565,-1.302383
ES-0106,small_airport,Olula del RÃƒÂ­o,1860,EU,ES,ES-AN,Olula del RÃƒÂ­o,,,,37.362538,-2.331969
ES-0107,small_airport,Las Torres de Aliste,2749,EU,ES,ES-CL,,,,,41.68315,-6.30767
ES-0108,small_airport,Campo de Vuelo Casimiro PatiÃƒÂ±o,820,EU,ES,ES-EX,Valverde de LeganÃƒÂ©s,,,,38.705783,-6.999749999
ES-0109,small_airport,AerÃƒÂ²drom de Folgueroles,,EU,ES,ES-U-A,Folgueroles,,,,41.95289,2.30661
ES-0110,small_airport,AerÃƒÂ³dromo de CÃƒÂ³rdoba-Villarrubia,,EU,ES,ES-AN,Villarrubia,,,,37.8367253,-4.8964369
ES-0111,small_airport,AerÃƒÂ³dromo Villanueva del Pardillo,,EU,ES,ES-M,Villanueva del Pardillo,,,,40.500107,-3.9920997
ES-0112,small_airport,CamaleÃƒÂ±o-ArtaÃƒÂ±in ULM,2523,EU,ES,ES-S,ArgÃƒÂ¼ÃƒÂ©banes,,,,43.17817,-4.674958
ES-0113,closed,AerÃƒÂ³dromo de La Lora,3510,EU,ES,ES-S,Valderredible,,,,42.769601,-3.953427
ES-0114,small_airport,"AerÃƒÂ³dromo ""Puente de Genave""",1837,EU,ES,ES-J,,,,,38.3666778,-2.7941751
ES-0115,small_airport,AerÃƒÂ²drom de Viladamat,,EU,ES,ES-GE,Viladamat,,,,42.142843,3.051141
ES-0116,small_airport,Ager Altiport,2625,EU,ES,ES-CT,,,,,42.02277,0.7491
ES-0117,small_airport,Alcolea Airstrip,463,EU,ES,ES-AN,Alcolea,,,,37.9456192,-4.6154163
ES-0118,small_airport,Alcolea de Cinca,722,EU,ES,ES-HU,Alcolea de la Cinca,,,,41.734222,0.10758333
ES-0119,small_airport,Campo de vuelo de Villanueva del Trabuco,2123,EU,ES,ES-AN,Villanueva del Trabuco,,,,37.0634284,-4.3303351
ES-0120,small_airport,Villafranca de Cordoba,656,EU,ES,ES-AN,,,,,37.9367064,-4.5326323
ES-0121,small_airport,AerÃƒÂ³dromo de Beteta,4265,EU,ES,ES-CM,Beteta,,,,40.5405752,-2.0768447
ES-0122,closed,Huevar 2,69,EU,ES,ES-AN,Huevar,,,,37.386693,-6.250106
ES-0123,small_airport,Aerodrom Tapioles,787,EU,ES,ES-L,TortellÃƒ,,,,42.225478,2.615891
ES-0124,small_airport,Les Planes UL,425,EU,ES,ES-T,Ulldecona,,,,40.620435,0.479976
ES-0125,small_airport,AerÃƒÂ³dromo de Villa MarÃƒÂ­a,2740,EU,ES,ES-MU,Coy (Lorca),,,,37.9273008,-1.7751475
ES-0126,small_airport,Aires de DoÃƒÂ±ana,213,EU,ES,ES-H,Almonte,,,,37.25689,-6.562895
ES-0127,small_airport,Aeroclub LÃ¢Â€Â™Estartit,10,EU,ES,ES-CT,Estartit,,,,42.0310336,3.1793314
ES-0128,small_airport,AerÃƒÂ²drom de LlabiÃƒÂ¡,,EU,ES,ES-GE,LlabiÃƒÂ¡,,,,42.011798,3.089483
ES-0129,small_airport,AerÃƒÂ³dromo Juan Espadafor,,EU,ES,ES-GR,EscÃƒÂºzar,,,,37.08950278,-3.788322222
ES-0130,small_airport,Alcocer de Planes,,EU,ES,ES-A,Alcocer de Planes,,,,38.7915,-0.3987
ES-0131,small_airport,Aeroclub de Barbastro,,EU,ES,ES-AR,Barbastro,,,,41.994251,0.092153
ES-0132,small_airport,Alats Club Bellvei,302,EU,ES,ES-CT,Bellvei,,,,41.2443358,1.5632892
ES-0133,closed,Pista forestal Valdecebro,3822,EU,ES,ES-TE,Valdecebro,,,,40.353799,-1.013488
ES-0134,small_airport,AerÃƒÂ³dromo de Valdelaguna,2549,EU,ES,ES-M,Valdelaguna,,,,40.15787,-3.38066
ES-0135,small_airport,ValdepeÃƒÂ±as,2395,EU,ES,ES-CM,,,,,38.7923092,-3.3715367
ES-0136,small_airport,AerÃƒÂ³dromo de SigÃƒÂ¼enza,3445,EU,ES,ES-CM,SigÃƒÂ¼enza,,,,41.044793,-2.629209
ES-0137,small_airport,Urda Agricultural Airstrip,,EU,ES,ES-CM,Urda,,,,39.405432,-3.829932
ES-0138,small_airport,Isla Cristina Agricultural Airstrip,144,EU,ES,ES-H,Isla Cristina,,,,37.242111,-7.317649
ES-0139,small_airport,Aeroclub Gregal,30,EU,ES,ES-V,Albalat de la Ribera,,,,39.220618,-0.369304
ES-0140,small_airport,Albalat de la Ribera,26,EU,ES,ES-V,Albalat de la Ribera,,,,39.2261566,-0.3665835
ES-0141,small_airport,AerÃƒÂ³dromo de Valdeazores,763,EU,ES,ES-CM,Valdeazores,,,,39.490575,-4.661292
ES-0142,closed,AerÃƒÂ³dromo de San Jeronimo,525,EU,ES,ES-AN,San Jeronimo,,,,37.884932,-4.85157
ES-0143,small_airport,Campo de vuelo de Martinamatos,1978,EU,ES,ES-CM,Santa Cruz del Retamar,,,,40.099897,-4.293916
ES-0144,small_airport,AerÃƒÂ³dromo de Tardienta - Monegros,1296,EU,ES,ES-AR,,,,,41.9599129,-0.5434853
ES-0145,small_airport,AerÃƒÂ³dromo Coscojuela de Sobrarbe,1788,EU,ES,ES-AR,Ainsa,,,,42.3487,0.18613
ES-0146,small_airport,San Torcuato,2133,EU,ES,ES-LO,,,,,42.4791667,-2.8716667
ES-0147,small_airport,Villaumbrales UL,2658,EU,ES,ES-P,Villaumbrales,,,,42.095282,-4.595404
ES-0148,small_airport,AerÃƒÂ³dromo Villanueva de la CaÃƒÂ±ada,1985,EU,ES,ES-M,,,,,40.437185,-4.024475
ES-0149,small_airport,AerÃƒÂ³dromo de Velada,1427,EU,ES,ES-CM,Velada,,,,40.01051,-4.946316
ES-0150,small_airport,AerÃƒÂ³dromo Valdetorres,,EU,ES,ES-EX,Valdetorres,,,,38.942651,-6.127169
ES-0151,small_airport,AerÃƒÂ³dromo de TreviÃƒÂ±o,1969,EU,ES,ES-BU,TreviÃƒÂ±o,,,,42.7212725,-2.6783924
ES-0152,small_airport,Campo de AviaciÃƒÂ³n de Peralveche,3937,EU,ES,ES-GU,Peralveche,,,,40.6025245,-2.4293518
ES-0153,small_airport,Ororbia Airport,1345,EU,ES,ES-NA,Ororbia,,,,42.822214,-1.735109
ES-0154,small_airport,AerÃƒÂ³dromo de Piedrahita,3297,EU,ES,ES-CS,Piedrahita,,,,40.4798546,-5.3606761
ES-0155,small_airport,AerÃƒÂ³dromo TarancÃƒÂ³n,2379,EU,ES,ES-CM,TarancÃƒÂ³n,,,,40.01248,-2.977939
ES-0156,small_airport,Ruidera,,EU,ES,ES-CR,Ruidera,,,,39.0369546,-2.8946489
ES-0157,small_airport,AerÃƒÂ³dromo de Ordis,2231,EU,ES,ES-GE,Ordis,,,,42.2325,2.8869444
ES-0158,small_airport,Olocau UL,680,EU,ES,ES-V,,,,,39.675517,-0.548855
ES-0159,small_airport,Campo de Vuelo Moixent-Mogente,1837,EU,ES,ES-V,Mogente / Moixent,,,,38.817024,-0.833138
ES-0160,small_airport,Campo de Vuelo Yecla,,EU,ES,ES-MU,Yecla,,,,38.58759,-1.105
ES-0161,small_airport,Campo de Vuelo Avial,2074,EU,ES,ES-CT,Berga,,,,42.077377,1.840227
ES-0162,small_airport,AerÃƒÂ³dromo Loring,1903,EU,ES,ES-M,El Molar,,,,40.6602,-3.59489
ES-0163,small_airport,Aeroguillena,197,EU,ES,ES-SE,Guillena,,,,37.561238,-6.0308241
ES-0164,small_airport,Camp de vol La Puieda,1726,EU,ES,ES-CT,Gurb,,,,41.9882928,2.2561665
ES-0165,small_airport,AerÃƒÂ³dromo Gurrea de GÃƒÂ¡llego,1116,EU,ES,ES-AR,Gurrea de GÃƒÂ¡llego,,,,42.035333,-0.746295
ES-0166,small_airport,AerÃƒÂ³dromo de Loja,,EU,ES,ES-AN,Loja,,,,37.1377455,-4.2698489
ES-0167,small_airport,Club ULM La Llosa,7,EU,ES,ES-CS,,,,,39.7497897,-0.1813464
ES-0168,small_airport,Lebrija UL,131,EU,ES,ES-AN,Lebrija,,,,36.896138,-6.0393716
ES-0169,small_airport,AerÃƒÂ³dromo Fontioso,3068,EU,ES,ES-CL,Fontioso,,,,41.933305,-3.784808
ES-0170,small_airport,AerÃƒÂ²drom de FoixÃƒ,443,EU,ES,ES-CT,FoixÃƒ,,,,42.029933,2.990761
ES-0171,small_airport,Ecija 2 private airfield,574,EU,ES,ES-AN,Ecija,,,,37.5142575,-5.1213502
ES-0172,small_airport,AerÃƒÂ³dromo de ÃƒÂ‰cija,591,EU,ES,ES-AN,ÃƒÂ‰cija,,,,37.5802316,-5.171264
ES-0173,small_airport,AerÃƒÂ²drom Municipal El Pla de Santa MarÃƒÂ­a,1345,EU,ES,ES-T,El Pla de Santa MarÃƒÂ­a,,,,41.371467,1.30375
ES-0174,small_airport,AerÃƒÂ³dromo de Cillamayor,3215,EU,ES,ES-CL,Cillamayor,,,,42.851348,-4.279289
ES-0175,small_airport,AerÃƒÂ³dromo Naturmaz,960,EU,ES,ES-GA,Fervenza,,,,42.9814153,-9.0043778
ES-0176,small_airport,AerÃƒÂ³dromo de Guadalix de la SIerra,2756,EU,ES,ES-M,El VellÃƒÂ³n,,,,40.7848296,-3.6397313
ES-0177,small_airport,AerÃƒÂ³dromo Coria,735,EU,ES,ES-EX,Coria,,,,39.984617,-6.554554
ES-0178,small_airport,AerÃƒÂ³dromo de Brunete,1975,EU,ES,ES-M,Brunete,,,,40.396556,-4.023712
ES-0179,small_airport,Aeroclub Balica,807,EU,ES,ES-A,Benicolet,,,,38.9185899,-0.3539091
ES-0180,small_airport,AerÃƒÂ³dromo de Zalla - Forestal,1641,EU,ES,ES-BI,Zalla,,,,43.186232,-3.1206308
ES-0181,small_airport,AerÃƒÂ³dromo de Fuente Obejuna,2083,EU,ES,ES-AN,Fuente Obejuna,,,,38.281802,-5.40184
ES-0182,small_airport,AerÃƒÂ³dromo de Jaen - Las Infantas,1034,EU,ES,ES-AN,Jaen,,,,37.908577,-3.800161
ES-0183,small_airport,AerÃƒÂ³dromo Belvis de Monroy,1017,EU,ES,ES-EX,Belvis de Monroy,,,,39.8513634,-5.6015255
ES-0184,small_airport,AerÃƒÂ³dromo Navalmoral de la Mata,951,EU,ES,ES-EX,Navalmoral de la Mata,,,,39.91613,-5.53976
ES-0185,small_airport,AerÃƒÂ³dromo Pelayos de la Presa,2215,EU,ES,ES-M,Pelayos de la Presa,,,,40.3720107,-4.3826756
ES-0186,small_airport,AerÃƒÂ³dromo de Almorox,1575,EU,ES,ES-CM,Almorox,,,,40.2116282,-4.386763
ES-0187,small_airport,AerÃƒÂ³dromo Fuentealamo,2690,EU,ES,ES-AB,Fuentealamo,,,,38.7168167,-1.5461667
ES-0188,small_airport,El Ejido UL,157,EU,ES,ES-AL,El Ejido,,,,36.7441167,-2.7674833
ES-0189,small_airport,La Gineta UL,2270,EU,ES,ES-AB,La Gineta,,,,39.110988,-2.008452
ES-0190,small_airport,AerÃƒÂ³dromo Almendralejo,1034,EU,ES,ES-EX,Almendralejo,,,,38.739954,-6.391888
ES-0191,small_airport,AerÃƒÂ³dromo El Bonillo,3183,EU,ES,ES-AB,El Bonillo,,,,38.872328,-2.673034
ES-0192,small_airport,AerÃƒÂ³dromo Tiurana,2133,EU,ES,ES-L,,,,,41.97416,1.257531
ES-0193,small_airport,Aeroclub Arnao UL,69,EU,ES,ES-O,Arnao,,,,43.5531667,-7.0168
ES-0194,small_airport,AerÃƒÂ³drome de Arcones,,EU,ES,ES-SG,Arcones,,,,41.11453,-3.73378
ES-0195,small_airport,Pista Forestal Valdelamusa,1135,EU,ES,ES-H,Valdelamusa,,,,37.7763167,-6.8826667
ES-0196,small_airport,AerÃƒÂ³dromo de Tinajeros,2822,EU,ES,ES-AB,Tinajeros,,,,39.09825,-1.72071
ES-0197,small_airport,AerÃƒÂ³dromo de Espiel,2362,EU,ES,ES-AN,Espiel,,,,38.2628667,-5.0442
ES-0198,small_airport,AerÃƒÂ³dromo de La Vid de Bureba,2297,EU,ES,ES-BU,La Vid de Bureba,,,,42.632037,-3.311456
ES-0199,small_airport,AerÃƒÂ³dromo de Aldeacentenara,1772,EU,ES,ES-CC,Aldeacentenara,,,,39.5609167,-5.6637222
ES-0200,small_airport,Campo de Vuelo de Xaraco,23,EU,ES,ES-V,Xeraco,,,,39.025781,-0.2077532
ES-0201,small_airport,Cogullada,673,EU,ES,ES-Z,Zaragoza,,,,41.691623,-0.85157
ES-0202,small_airport,AerÃƒÂ³dromo de Garrucha,52,EU,ES,ES-AN,,,,,37.197959,-1.830627
ES-0203,small_airport,AerÃƒÂ³dromo Lanzahita UL,1329,EU,ES,ES-CL,Lanzahita,,,,40.186112,-4.946256
ES-0204,small_airport,Mollerussa UL,984,EU,ES,ES-CT,Mollerussa,,,,41.6122017,0.8541227
ES-0205,small_airport,CastejÃƒÂ³n de Sos,2959,EU,ES,ES-U-A,CastejÃƒÂ³n de Sos,,,,42.516675,0.483282
ES-0206,small_airport,"AerÃƒÂ³dromo privado ""Villamartin2""",476,EU,ES,ES-AN,Villamartin,,,,36.827132,-5.603212
ES-0207,small_airport,AerÃƒÂ³dromo Calzada de Valdunciel,2625,EU,ES,ES-SA,Calzada de Valdunciel,,,,41.07545,-5.7280355
ES-0208,small_airport,"AerÃƒÂ³dromo forestal ""Requena 2""",2740,EU,ES,ES-V,Requena,,,,39.4422585,-1.0493454
ES-0209,small_airport,AerÃƒÂ³dromo de GriÃƒÂ±ÃƒÂ³n,2198,EU,ES,ES-M,GriÃƒÂ±ÃƒÂ³n,,,,40.223781,-3.866911
ES-0210,small_airport,Palma del Rio 2 UL,449,EU,ES,ES-AN,Palma del Rio,,,,37.668501,-5.262086
ES-0211,small_airport,Campo de Vuelo de Oteo,2307,EU,ES,ES-CL,Oteo,,,,43.0168667,-3.3120333
ES-0212,small_airport,Hacienda de OrÃƒÂ¡n,72,EU,ES,ES-SE,Utrero,,,,37.2000414,-5.8808531
ES-0213,small_airport,Campo de Vuelo de Astorga,,EU,ES,ES-LE,Astorga,LEAT,,,42.50323,-6.026578
ES-0214,small_airport,Campo de Vuelo de Caspe,656,EU,ES,ES-Z,Caspe,,,,41.2287652,-0.085876
ES-0215,small_airport,Campo de Vuelo Alhama de Granada,3215,EU,ES,ES-AN,Alhama de Granada,,,,36.996999,-4.103608
ES-0216,small_airport,AerÃƒÂ²drom de Cervera,,EU,ES,ES-L,Cervera,,,,41.687597,1.250494
ES-0217,small_airport,Benejama UL,1985,EU,ES,ES-A,Beneixama,,,,38.696193,-0.744936
ES-0218,small_airport,Alto VinalopÃƒÂ³ Biar Benejama,1936,EU,ES,ES-A,Beneixama,,,,38.684431,-0.760295
ES-0219,small_airport,AerÃƒÂ³dromo de Camarenilla,1742,EU,ES,ES-CM,Camarenilla,,,,40.024702,-4.0712017
ES-0220,small_airport,Campo de Vuelo BaÃƒÂ±eres de Mariola,3117,EU,ES,ES-A,Banyeres de Mariola,,,,38.671077,-0.631257
ES-0221,small_airport,Ruidera2,2871,EU,ES,ES-CR,Ruidera,,,,39.02495,-2.911927
ES-0222,small_airport,Pista forestal de Fuencaliente,2674,EU,ES,ES-CM,Fuencaliente,,,,38.5264323,-4.389622
ES-0223,heliport,Almagro Helicopter Airbase,2067,EU,ES,ES-CR,Almagro,LEAO,,,38.952096,-3.741126
ES-0224,small_airport,Campo de Vuelo de Pozorrubio,,EU,ES,ES-CU,Pozorrubio,,,,39.825953,-2.95236
ES-0225,small_airport,"AerÃƒÂ³dromo Forestal ""Puebla de Don Rodrigo""",2067,EU,ES,ES-CR,Puebla de Don Rodrigo,,,,39.066067,-4.488502
ES-0226,small_airport,AerÃƒÂ³dromo forestal de Herrera del Duque,1394,EU,ES,ES-EX,Herrera del Duque,,,,39.2264442,-4.8863799
ES-0227,closed,Dima Airfield,1936,EU,ES,ES-BI,,,,,43.075701,-2.683326
ES-0228,closed,Cortijo Grande,495,EU,ES,ES-AN,Turre,,,,37.1351217,-1.9360369
ES-0229,closed,Villena,1641,EU,ES,ES-A,,,,,38.5868201,-0.8559465
ES-0230,small_airport,Sotillo de la Andrada,722,EU,ES,ES-CL,,,,,41.27115,-3.63005
ES-0231,small_airport,PrÃƒÂ¡danos de Ojeda Airstrip,,EU,ES,ES-P,,,,,42.6921604,-4.3486359
ES-0232,small_airport,AerÃƒÂ³dromo del Jarde,515,EU,ES,ES-CN,Antigua,,,,28.391185,-13.982968
ES-0233,small_airport,"AerÃƒÂ³dromo Forestal ""La FonfrÃƒÂ­a""",,EU,ES,ES-LO,Villarejo,,,,42.3466117,-2.9109476
ES-0234,small_airport,CÃƒÂ³breces Airfield,164,EU,ES,ES-S,CÃƒÂ³breces,,,,43.388518,-4.207752
ES-0235,small_airport,Santiago-Pontones Airstrip,,EU,ES,ES-AN,,,,,38.0909891,-2.6484287
ES-0236,heliport,Roses Aerial Military Radar Helipad,,EU,ES,ES-CT,Roses,,,,42.278272,3.233359
ES-0237,heliport,Estepona Airfield,2033,EU,ES,ES-MA,Estepona,,,,36.495633,-5.17816
ES-0238,small_airport,El Moral Airstrip,1496,EU,ES,ES-BA,,,,,38.4789243,-6.2644815
ES-0239,heliport,Base de HelicÃƒÂ³pteros de Guadramiro,,EU,ES,ES-SA,Guadramiro,,,,41.011168,-6.477604
ES-0240,heliport,Heliactivo,,EU,ES,ES-A,Benidorm,,,,38.5632993,-0.1511484
ES-0241,heliport,Lires Heliport,,EU,ES,ES-GA,,,,,42.981544,-9.237198
ES-0242,heliport,Guillade Heliport,,EU,ES,ES-GA,Guillade,,,,42.170884,-8.43643
ES-0243,heliport,Pitres Heliport,,EU,ES,ES-AN,,,,,36.932903,-3.3404525
ES-0244,small_airport,Club Fenix ULM,,EU,ES,ES-V,,,,,39.657599,-0.811627
ES-0245,small_airport,Los YÃƒÂ©benes Airstrip,,EU,ES,ES-CM,,,,,39.5094986,-4.0259661
ES-0246,heliport,Camarinal Helicopter Base,,EU,ES,ES-AN,Cadiz,,,,36.082422,-5.796723
ES-0247,closed,Tomelloso Airstrip,,EU,ES,ES-CM,,,,,39.11266,-2.94219
ES-0248,small_airport,Atlas Center Vuelos de Drones,,EU,ES,ES-AN,,,,,38.1392261,-3.1738682
ES-0249,small_airport,Beuda Besalu Private Airstrip,,EU,ES,ES-CT,,,,,42.2114675,2.7092805
ES-0250,small_airport,Fresno de Losa Airstrip,,EU,ES,ES-CL,,,,,42.9534667,-3.1531167
ES-0251,small_airport,Pueblonuevo de Miramontes Airstrip,,EU,ES,ES-CC,Pueblonuevo de Miramontes,,,,40.059082,-5.363341
ES-0252,closed,Calamocha Airstrip,2963,EU,ES,ES-TE,,,,,40.902364,-1.298009
ES-0253,closed,El Robledo,1772,EU,ES,ES-CR,,,,,39.2242833,-4.3076333
ES-0254,closed,Valdeperdices,,EU,ES,ES-CR,,,,,39.403683,-4.918783
ES-0255,closed,San Jeronimo,,EU,ES,ES-U-A,,,,,37.8821167,-4.8845333
ES-0256,small_airport,ValdenuÃƒÂ±o-Fernandez Airstrip,2887,EU,ES,ES-CM,,,,,40.766317,-3.35485
ES-0257,small_airport,Cabezas Rubias Airstrip,,EU,ES,ES-AN,,,,,37.748234,-7.096699
ES-0258,heliport,Helipuerto de Sahechores,,EU,ES,ES-CL,,,,,42.62011,-5.19233
ES-0259,closed,Piedrabuena - Los Jarales,,EU,ES,ES-CR,Piedrabuena,,,,39.05953,-4.23651
ES-0260,heliport,Illas Sisargas Heliport,,EU,ES,ES-C,Mapica,,,,43.3575972,-8.8440328
ES-0261,small_airport,Sollana Agro Airstrip,,EU,ES,ES-V,Sollana,,,,39.270605,-0.364932
ES-0262,small_airport,"Base de aviones ""La Cerra""",,EU,ES,ES-VA,Villanueva de Duero,,,,42.521305,-4.855477
ES-0263,closed,El Barranco,,EU,ES,ES-GR,BailÃƒÂ©n (Granada),,,,38.03774,-3.76585
ES-0264,small_airport,AerÃƒÂ³dromo  Forestal Villaviciosa de CÃƒÂ³rdoba,2067,EU,ES,ES-AN,,,,,38.05406,-5.04182
ES-0265,small_airport,Valdemorillo Airstrip,2674,EU,ES,ES-M,,,,,40.485641,-4.050633
ES-0266,small_airport,La Font de la Figuera Airstrip,1969,EU,ES,ES-Z,,,,,38.7867833,-0.8763
ES-0267,small_airport,Santa Cruz de la Zarza Airstrip,,EU,ES,ES-CM,,,,,39.976746,-3.197516
ES-0268,small_airport,Riola Agro Airstrip,66,EU,ES,ES-V,,,,,39.180128,-0.338473
ES-0269,closed,Enova Airstrip,,EU,ES,ES-V,,,,,39.03365,-0.47555
ES-0270,closed,Torres Torres Airstrip,394,EU,ES,ES-V,,,,,39.730145,-0.330234
ES-0271,small_airport,Terrinches Agro Airstrip,3366,EU,ES,ES-CR,Terrinches,,,,38.61471,-2.85748
ES-0272,heliport,Blancos del Coscojar,,EU,ES,ES-TE,Blancos del Coscojar,,,,40.3216,-1.056629
ES-0273,heliport,San Fernando Helicopter Base,,EU,ES,ES-AN,Cadiz,,,,36.441879,-6.221244
ES-0274,small_airport,AlborÃƒÂ¡n Helistrip,,EU,ES,ES-AN,,,,,35.93932,-3.03519
ESCF,medium_airport,Malmen Air Base,308,EU,SE,SE-E,LinkÃƒÂ¶ping,ESCF,,,58.40230179,15.52569962
ESCK,closed,BrÃƒÂ¥valla Air Base,90,EU,SE,SE-E,NorrkÃƒÂ¶ping,ESCK,,,58.61090088,16.10359955
ESCM,small_airport,Uppsala Airport,68,EU,SE,SE-C,,ESCM,,,59.89730072,17.58860016
ESCN,closed,Stockholm Tullinge Airport,180,EU,SE,SE-AB,Stockholm,ESCN,,,59.1794014,17.90780067
ESCY,closed,Nyge Airport,7,EU,SE,SE-D,NykÃƒÂ¶ping,ESCY,,,58.74560165,17.0489006
ESDF,medium_airport,Ronneby Airport,191,EU,SE,SE-K,,ESDF,RNB,,56.26670074,15.26500034
ESEM,heliport,Lund Hospital Heliport,352,EU,SE,SE-M,Lund,ESEM,,,55.71181231,13.19868922
ESFA,small_airport,HÃƒÂ¤ssleholm Bokeberg Airfield,105,EU,SE,SE-M,HÃƒÂ¤ssleholm,ESFA,,,56.134407,13.875647
