Agency Name,DSGN_CODE,DBA,Cert_No,Address Line 1,Address Line 2,Address Line 3,City,State/Province,Country ,Postal Code,Agency Phone Number,Agency Email,Accountable Manager,Accountable Manager Phone Number,Accountable Manager Email,Liaison,Liaison Phone Number,Liaison Email,Rating - Accessory,Rating - Airframe,Rating - Instrument,Rating - Limited,Rating - Powerplant,Rating - Propeller,Rating - Radio,Bilateral Agreements,Update_Date,
ALPINE AVIATION INC,TIMR,,TIMR032A,1177 ALPINE AIR WAY,,,PROVO,UT,UNITED STATES,84601,8013731508,,"SHUTT, KEVIN",,,"SHUTT, KEVIN",8018743593,kshutt@alpine-air.com,,Limited,,,Limited,,,,3/9/2026,
,XGKR,,XGKR718T,13310 NEVADA CITY AVE.,,,GRASS VALLEY,CA,UNITED STATES,95945,,,"MILLS, GORDON K.",,,"MILLS, GORDON",5304777701,gordon@flyalpine.com,,Limited,Limited,,Limited,Limited,Limited,,3/9/2026,
ALSALAM AEROSPACE INDUSTRIES,A87Y,,A87Y591J,KING KHALID INTERNATIONAL AIRPORT I,,,RIYADH,,SAUDI ARABIA,11482,,,"MORGAN, VICTOR  JR.",,,"ALGHAMDI, MAJED ALI",,majed_alghamdi@alsalam.aero,Limited,Limited,Limited,NonDestructiveTst,,,Limited,,3/9/2026,
ALSCO AVIATION INC,L0FR,,L0FR226Y,1036 E. 7TH AVENUE,,,ANCHORAGE,AK,UNITED STATES,99501,,,"MUNSON, BRAD S.",,,"MUNSON, BRAD",9072438800,bradmunson@alaska.net,Limited,Limited,,NonDestructiveTst,,,,,3/9/2026,
ALTA AERO TECHNIC LLC,3FMR,DBA AAT,3FMR327B,9200 N.W. 112TH STREET,,,KANSAS CITY,MO,UNITED STATES,64153,,,"SUKIE, ELIZABETH",8167666460,elizabeth.sukie@jetmidwest.com,,,,Limited,Limited,Limited,,Limited,,Limited,EASA,3/9/2026,
ALTA AVIONICS LLC,JN1R,DBA ALTA AVIONICS,JN1R021E,2245 THUNDERBIRD DRIVE,SKYPARK AIRPORT,,WOODS CROSS,UT,UNITED STATES,84087,8015505676,jeff@altaavionics.com,"NICHOLLS, JEFFREY",,,JEFFREY NICHOLLS,8015505676,jeff@altaavionics.com,,,Limited,,,,Limited,,3/9/2026,jeff@altaavionics.com
ALTICOR INC,AMCR,,AMCR163C,GERALD R. FORD INTERNATIONAL AIRPOR,5410 44TH STREET S.E.,,GRAND RAPIDS,MI,UNITED STATES,49512,,,"MAHER, JACOB",6167873827,,"MAHER, JACOB",6167873823,jacob.maher@amway.com,Limited,Limited,Limited,SpecializedService,Limited,,Limited,,3/9/2026,
ALTUS AEROSPACE INC,EW7R,DBA ALTUS AEROSPACE,EW7R379W,2221 SMITHTOWN  AVENUE,LONG ISLAND MACARTHUR AIRPORT,,RONKONKOMA,NY,UNITED STATES,11779,,,"ZARZANO, CHRISTOPHER",,,"CHRISTOPHER, ZARZANO",6317375801,czarzano@hawthorne.aero,,"Class 3, Limited",Limited,,Limited,Limited,Limited,,3/9/2026,
"ALX NDT SERVICES, LLC",1X7R,,1X7R613D,13420 NW 38TH COURT,,,OPA LOCKA,FL,UNITED STATES,33054,7862227635,jdkfluge@yahoo.com,"MOSCOSO, ALEX",7862227635,,ALEX MOSCOSO,,alex@alxndt.com,,,,"NonDestructiveTst, SpecializedService",,,,EASA,3/9/2026,jdkfluge@yahoo.com
AM MACHINING INC,V32R,"DBA APV MANUFACTURING &
   & ENGINEERING CO.",V32R140Y,7422 WALNUT AVENUE,,,BUENA PARK,CA,UNITED STATES,90620,7143670830,esther.rath@apvmfg.com,"RATH, ESTHER M.",,,"RATH, ESTHER",7143670830,esther.rath@apvmfg.com,,Limited,,SpecializedService,,,,,3/9/2026,esther.rath@apvmfg.com
AM-TECH ENGINEERING INC,7BDY,,7BDY786C,TOCUMEN INTERNATIONAL AIRPORT,"CARGO TERMINAL, OFFICE C-006",,PANAMA CITY,,PANAMA,0819,,,"MEDINA, JUAN",,,"MEDINA CEBALLOS, JUAN G.",5072384857 EXT. 4813,jdmedina@amtechpanama.com,,Limited,,,,,,,3/9/2026,
AMAC AEROSPACE SWITZERLAND AG,5SZY,,5SZY682C,ZONE DE MAINTENANCE SUD-OUEST,BASEL AIRPORT,,BASEL,,SWITZERLAND,CH-4030,+41583103131,,"MUHIDDIN, KADRI",,,,,,Limited,Limited,Limited,NonDestructiveTst,,,Limited,,3/9/2026,
AMAC AEROSPACE TURKEY HAVAARACI BAKIM ONARIM VE MO,6TYY,DBA AMAC AEROSPACE TURKEY,6TYY450C,IDTM A2 BLOK KAT:11 NO:352,,,YESILKOY,,TURKIYE,34149,,,"MUHIDDIN, TAREK KADRI",,,IBRAHIM SERDAR HOSGEL,,ibrahim.hosgel@amacaerospace.com,,Limited,,,Limited,Limited,,,3/9/2026,
,6TYZ,"DBA AMAC AEROSPACE TURKEY
   TURKEY A.S.",6TYZ450C,MILAS BODRUM AIRPORT,A-KAPISI EKINAMBARI,,BODRUM,,TURKIYE,48670,,,"MUHIDDIN, TAREK K",,,ASLI UYGUR,,asli.uygur@amacaerospace.com,,Limited,Limited,,,,Limited,,3/9/2026,
AMAPOLA FLYG AB,A0FY,,A0FY315E,"SMEDJEGATAN 3,",,,MOTALA,,SWEDEN,SE--591 37,,,"SAHLEN, ERIK",,,OLOV STRIDELL,,olov.stridell@amapola.nu,,,,,,Limited,,,3/9/2026,
AMCAN INSTRUMENTS,SC3R,,SC3R836L,10413 BURBANK BLVD.,,,NORTH HOLLYWOOD,CA,UNITED STATES,91601,,,"ZINNATO, STEPHEN JAMES",,,"RUBIALES, CECILIO B.",3238775256,,Limited,,Limited,,,,,,3/9/2026,
AMENTUM SERVICES INC,4DS4,,4DS4637B,"2601 HANGAR LANE, BUILDING #32C",,,MCALLEN,TX,UNITED STATES,78503,,,"CASTRO, NOE",,noe.castro@associates.cbp.dhs.gov,"LANSFORD, MATTHEW",9566726343,matthew.k.lansford@associates.cbp.dhs.gov,,,Limited,,,,Limited,,3/9/2026,
,4DS5,,4DS5637B,457 #2 SANDAU ROAD,,,SAN ANTONIO,TX,UNITED STATES,78216,2103084862,,"CASTRO, NOE",,noe.castro@associates.cbp.dhs.gov,"RODRIGUEZ, RUBEN",2103084862,ruben.c.rodriguez@cbp.dhs.gov,,,Limited,,,,Limited,,3/9/2026,
,4DS7,,4DS7637B,"2037 WEST BAKERVIEW ROAD, UNIT 53B",,,BELLINGHAM,WA,UNITED STATES,98226,,,"CASTRO, NOE",,,"CLARK, RYAN",3607346089,ryan.f.clark@associates.cbp.dhs.gov.,,,Limited,,,,Limited,,3/9/2026,
,4DSD,,4DSD637B,450 EAST 40TH STREET,BUILDING #2,,YUMA,AZ,UNITED STATES,85364,3252241342,noe.castro@associates.cbp.dhs.gov,"CASTRO,, NOE",,,"GADDIS, STEPHEN M",9283440622 EXT. 210,stephen.m.gaddis@cbp.dhs.gov,,,Limited,,,,Limited,,3/9/2026,noe.castro@associates.cbp.dhs.gov
,4DSR,,4DSR637B,"AMENTUM SERVICES, INC.",8092 HANGER ROAD,,SAN ANGELO,TX,UNITED STATES,76904,,,"CASTRO, NOE",,,"CASTRO, NOE",3252241342,noe.castro@associates.cbp.dhs.gov________________,,Limited,Limited,Equipment,Limited,,Limited,,3/9/2026,
,6DUR,,6DUR083C,4640 SUB CHASER CT.,BUILDING 200,,JACKSONVILLE,FL,UNITED STATES,32244,9049084495,daniel.l.foster@cbp.dhs.gov,"FOSTER, DANIEL L",,,"DANIEL, L. FOSTER",9049084495 EXT. 300,daniel.l.foster@cbp.dhs.gov,Limited,,,,,,Limited,,3/9/2026,daniel.l.foster@cbp.dhs.gov
,D58R,,D58R995Y,1280 ARNOLD AVENUE,,,JOINT BASE ANDREWS,MD,UNITED STATES,20762,,,"CHRISTNER, DAVID",,,"CHRISTENER, DAVE",3019815902,paul.kielar.1.ctr@us.af.mil,,Limited,,"NonDestructiveTst, SpecializedService",,,,,3/9/2026,
,RX8R,,RX8R084N,"HANGAR 1002, NAS JACKSONVILLE",,,JACKSONVILLE,FL,UNITED STATES,32212,,,"CARTOLANO, ROSARIO",,,"BONILLA, JORGE",9046806831,jorge.a.bonilla@associates.cbp.dhs.gov,,,,,,,"Class 1, Class 2",,3/9/2026,
,XNCR,,XNCR562N,490 ART MORRIS DRIVE,,,DOTHAN,AL,UNITED STATES,36303,8179442954,,"WALT, MARTY",2569243327,martin.walt@amentum.com,"SHKIR, WANDA",8503243936,wanda.shakir@amentum.com,Limited,Limited,Limited,NonDestructiveTst,Limited,,Limited,,3/9/2026,
"AMENTUM SERVICES, INC",4DS6,,4DS6637B,"BUILDING 1480, NAS NORTH ISLAND",,,SAN DIEGO,CA,UNITED STATES,92135,,,"CASTRO, NOE",3252241342,,JEFFREY FISCHER,9516530602 EXT. 3015,jeffrey.e.fischer@associates.cbp.dhs.gov,,,Limited,,,,Limited,,3/9/2026,
,94SR,,94SR964C,3501 S. FLIGHTLINE RD.,DMAFB BUILDING 1144,,TUCSON,AZ,UNITED STATES,85708,5205842608,,"BICKET, MICHAEL",5203051072,,MICHAEL BICKET,5206645166,michael.w.bicket@associates.cbp.dhs.gov,Limited,,Limited,,,,Limited,,3/9/2026,
,DPYR,,DPYR409X,5727 PRICE AVENUE,,,MCCLELLAN,CA,UNITED STATES,95652,9165613317,,"MONTI, ERIC",,,"MONTI, ERIC",9162968001,eric.monti@amentum.com,,Limited,,,Limited,Limited,,,3/9/2026,
AMERICA'S AIRCRAFT ENGINES INC,IAXR,,IAXR223L,2505 W. BROADWAY,,,COLLINSVILLE,OK,UNITED STATES,74021,3194655488,sfowler@overhaul.com,"FOWLER, STEPHEN D",3194655488,sfowler@overhaul.com,"STEVE, FOWLER",9183713000,sfowler@overhaul.com,,,,,Limited,,,,3/9/2026,sfowler@overhaul.com
AMERICAN AIRLINES INC,A3AR,,A3AR112Y,2901 EAST 28TH STREET,,,DALLAS,TX,UNITED STATES,75261,2147027427,,"PHILLIPS, LUKE",,,"TEAGUE, JASON",2147027427,jason.teague@aa.com,,Limited,,,Limited,,,,3/9/2026,
,AALR,,AALR025A,3900 NORTH MINGO ROAD,,,TULSA,OK,UNITED STATES,74116,9182920576,,"SULLY, CRAIG",,,"CLINESMITH, CHARLES DAVID",8172924314,dave.clinesmith@aa.com,"Class 1, Class 2, Class 3","Class 1, Class 4","Class 1, Class 2, Class 3, Class 4","NonDestructiveTst, SpecializedService",Class 3,,"Class 1, Class 2, Class 3","EASA, TCCA (Canada)",3/9/2026,
AMERICAN AVIATION INC,TZ4R,,TZ4R562M,2495 BROAD STREET,,,BROOKSVILLE,FL,UNITED STATES,34609,,,"STEPHENS, WENDELL",3527965173,wkstephens@americanaviation.us,"STEPHENS, WENDELL",3527965173,wkstephens@americanaviation.us,,"Class 3, Limited",Limited,,Limited,,"Class 1, Class 2, Class 3",,3/9/2026,
AMERICAN TESTING SERVICES LTD,5AZR,,5AZR356C,2000 OLD BYERS ROAD,,,MIAMISBURG,OH,UNITED STATES,45342,,,"HOWELL, DIEDRA",,,"HOWELL, DIEDRA",9372989390,dhowell@americantestingservices.com,,,,NonDestructiveTst,,,,,3/9/2026,
AMERICAN TURBO SYSTEMS,GV7R,,GV7R740J,4210 NORTH SULLINGER AVENUE,,,TUCSON,AZ,UNITED STATES,85705,,,"GOUVEIA, JOHN",5208881100,john.gouveia@atstucson.net,"GOUVEIA,  JOHN",5208881100,john.gouveia@atstucson.net,Limited,Limited,,NonDestructiveTst,,,,EASA,3/9/2026,
"AMERIFLIGHT, LLC",HI1R,,HI1R193K,1 GARSIDE WAY,,,MANCHESTER,NH,UNITED STATES,03108,,,"BELL, GARY",6032061815,gmbell@ameriflight.com,,,,Limited,"Class 3, Limited",Limited,,Limited,,Limited,,3/9/2026,
"AMERIFLIGHT, LLC.",JIKR,,JIKR213F,"4700 EMPIRE AVENUE, HANGAR 1",,,BURBANK,CA,UNITED STATES,91505,,,"KREMER, PAT",,,PATRICK KREMER,8189702670,pkremer@ameriflight.com,"Class 1, Class 2, Class 3","Class 3, Class 4",Limited,,Limited,,"Class 1, Class 2, Class 3",,3/9/2026,
AMERITECH INDUSTRIES INC,NO3R,DBA AMERICAN PROPELLER SERVICE,NO3R717L,20208 CHARLANNE DRIVE,,,REDDING,CA,UNITED STATES,96002,5302214470,,"BRIDGEMAN, JAMES",,,"CROWELL, MIKE",5302214470,mike@ameritech-aviation.com,Limited,Limited,,NonDestructiveTst,,"1, 2",,,3/9/2026,
"AMETEK ADVANCED INDUSTRIES INC, AMETEK AEROSPACE",OO2R,"DBA AMETEK ADVANCED INDUSTRIES,
   INDUSTRIES, INC.",OO2R064L,4550 S.E. BLVD.,,,WICHITA,KS,UNITED STATES,67210,3165220424,kevin.mclaughlin@ametek.com,"NIEMANN, STACIE",3165220424,stacie.niemann@ametek.com,KEVIN MCLAUGHLIN,3167198911,kevin.mclaughlin@ametek.com,"Class 2, Limited",,,SpecializedService,,,,"EASA, United Kingdom",3/9/2026,kevin.mclaughlin@ametek.com
AMETEK AEROSPACE & DEFENSE INC,II2R,DBA DRAKE AIR,II2R899K,4085 SOUTHWEST BLVD.,,,TULSA,OK,UNITED STATES,74107,,,"CRIDER, WILLIAM",9188583316,,"CRIDER,  WILLIAM",9188583316,bill.crider@ametek.com,Limited,,,"NonDestructiveTst, SpecializedService",Limited,,,"EASA, United Kingdom",3/9/2026,
AMETEK AEROSPACE AND DEFENSE,2AMR,,2AMR683Y,33 LEWIS ROAD,,,BINGHAMTON,NY,UNITED STATES,13905,,,"NIEMANN, STACIE",,,DEETTE MINERLEY,6077634774,deette.minerley@ametek.com,"Class 2, Class 3",,"Class 1, Class 2, Class 4",,,,,"EASA, United Kingdom",3/9/2026,
AMETEK AEROSPACE WILMINGTON SERVICE CENTER,A8PR,,A8PR221J,50 FORDHAM ROAD,,,WILMINGTON,MA,UNITED STATES,01887,9789887182,max.morse@ametek.com,"MORSE, MAX",9789884254,max.morse@ametek.com,MAX MORSE,9789884254,max.morse@ametek.com,"Class 2, Class 3",,"Class 2, Class 4",,,,,EASA,3/9/2026,max.morse@ametek.com
"AMETEK AIRCRAFT PARTS & ACCESSORIES INC, AMETEK",NE2R,"DBA AMETEK B&S AIRCRAFT
   AIRCRAFT PARTS & ACCESSORIES",NE2R028L,AMETEK AIRCRAFT PARTS & ACCESSORIES,AMETEK AEROSPACE & DEFENSE 1414 S.,,WICHITA,KS,UNITED STATES,67211,,,"FORRESTER, GENE",3162199155,,HARBERT CARL (BJ) PASCUAL,3162199155,bj.pascual@ametek.com,"Class 1, Class 2, Class 3",,,"NonDestructiveTst, SpecializedService",,,,"EASA, United Kingdom",3/9/2026,
AMETEK AIRTECHNOLOGY GROUP LIMITED,7EKY,DBA AIRSCREW,7EKY481D,111 WINDMILL ROAD,SUNBURY ON THAMES,,MIDDLESEX,ENG,UNITED KINGDOM,TW16 7EF,+01932754401,,"AWAD, HISHAM",,,LORNA ROBERTS,,lorna.roberts@ametek.com,Limited,,,,,,,,3/9/2026,
AMETEK AMERON LLC,OVVR,"DBA AMERON GLOBAL PRODUCT
   PRODUCT SUPPORT",OVVR461N,1350-2 LINCOLN AVE.,,,HOLBROOK,NY,UNITED STATES,11741,,,"SCHOENHOFF, PATRICK",,,"SKINNER, PAUL",6314672811,pual.skinner@ametek.com,,,,Equipment,,,,"EASA, United Kingdom",3/9/2026,
AMETEK AMERON LLC D/B/A AMERON GLOBAL PRODUCT SUPP,RU2R,"DBA AMERON GLOBAL PRODUCT
   PRODUCT SUPPORT",RU2R148L,10271 BACH BOULEVARD,,,ST. LOUIS,MO,UNITED STATES,63132,,,"SCHOENHOFF, PATRICK",3144282062,,"SCHOENHOFF, PATRICK",3144282062,,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,
"AMETEK AMERON, LLC",O6UR,"DBA AMERON GLOBAL PRODUCT
   PRODUCT SUPPORT",O6UR165Y,4750 LITTLEJOHN STREET,,,BALDWIN PARK,CA,UNITED STATES,91706,6265935339,martin.palomera@ametek.com,"GARCIA, ARCHIE",,archie.garcia@ametek.com,"PALOMERA, MARTIN",6268560101 EXT. 4145,martin.palomera@ametek.com,Limited,,,Equipment,,,Limited,"EASA, United Kingdom",3/9/2026,martin.palomera@ametek.com
AMETEK REYNOSA SERVICE CENTER,24AY,,24AY707Y,RIO SAN JUAN PARQUE INDUSTRIAL DEL,,,REYNOSA,TA,MEXICO,88730,,,"GUTIERREZ, JOEL",,,HUGO TORRALVA,,hugo.torralva@ametek.com,Limited,,Limited,SpecializedService,,,,,3/9/2026,
AMETEK SINGAPORE PTE LTD,Q4KY,,Q4KY170B,43 CHANGI SOUTH AVE. 2 #04-01,,,SINGAPORE,,SINGAPORE,486164,+65 6508 2279,,"CORISH, DAVID ANDREW",,,"MIN, SZE THNG",,aloysius.thng@ametek.com,Limited,,,Equipment,,,,,3/9/2026,
AMG & ASSOCIATES,GLNR,,GLNR292K,517 HUNTLEY INDUSTRIAL DR.,,,SMYRNA,TN,UNITED STATES,37167,,,"MINTZ, WILLIAM J",6154597280,amgassoc@bellsouth.net,"MINTZ,  WILLIAM J.",6154597280,amgassoc@bellsouth.net,Limited,Limited,,,,,,,3/9/2026,
AMI AVIATION SERVICES LLC,6A52,,6A52818B,806 BLUE ANGEL WAY,,,SMYRNA,TN,UNITED STATES,37167,6157271782,,"DOUBLEDAY, JOE",,,KEVIN VOGT,6157271782,kevin.vogt@amiaviation.com,,Limited,Limited,,,,Limited,,3/9/2026,
"AMI AVIATION SERVICES, LLC",6A5R,,6A5R818B,4151 CENTERLINE LANE,,,SANFORD,FL,UNITED STATES,32773,4075856130,joe.doubleday@amiaviation.com,"DOUBLEDAY, JOSEPH",,,"DOUBLEDAY, JOSEPH",4075856134,joe.doubleday@amiaviation.com,,Limited,Limited,,,,Limited,,3/9/2026,joe.doubleday@amiaviation.com
"AMMARK AEROSPACE GROUP, LLC",AAGR,,AAGR065E,12900 FM 3436 ROAD,,,DICKINSON,TX,UNITED STATES,77539,,,"HENRY, MARK",2813396000,mark@ammarkaerospace.com,MARK HENRY,2813396000,mark@talonairservices.com,Limited,,,"Equipment, Floats, NonDestructiveTst",,,,EASA,3/9/2026,
AMROC INC,D0RR,,D0RR262Y,2814 METROPOLITAN PLACE UNIT A,,,POMONA,CA,UNITED STATES,91767,8004998568,david@amrocusa.com,"ALLRED, DAVID",8004998568,david@amrocusa.com,"ALLRED, DAVID",8004998568,david@amrocusa.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,david@amrocusa.com
AMS AVIONICS INC,7AXR,,7AXR408B,9540 W. AIRPORT DRIVE,,,VISALIA,CA,UNITED STATES,93277,,,"FOSBERG, MELISSA S.",,,"FOSBERG, MELISSA S.",5596510190,melissa@amsvisalia.com,,,Limited,,,,Limited,,3/9/2026,
AMS SERVICIOS AERONAUTICOS,MU7Y,DBA AMS,MU7Y551Y,AEROPUERTO INTERNACIONAL EZEIZA,,,BUENOS AIRES,,ARGENTINA,B1802FAA,5491144145071,,"MILANI, MAXIMILIANO",,,"MOSTI, MARCELO",,marcelomosti@hotmail.com,,Limited,,,Limited,,,,3/9/2026,
AMSAFE BRIDPORT LIMITED,B4PY,,B4PY038N,THE COURT,WEST STREET,,BRIDPORT,ENG,UNITED KINGDOM,DT6 3QU,,,"DAVIES, ANDY",,andy.davies@amsafebp.com,,,,,,,SpecializedService,,,,,3/9/2026,
AMSAFE INC,I6AR,DBA AMSAFE AVIATION,I6AR839J,1043 N.47TH AVENUE,,,PHOENIX,AZ,UNITED STATES,85043,,,"RILEY, JACK",6028502715,jriley@amsafe.com,"RILEY, JACK",6028502715,jriley@amsafe.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,
"AMT AIR SUPPORT, LLC",3XMR,,3XMR339D,46522 ERB DRIVE,,,MACOMB,MI,UNITED STATES,48042,,,"COUVREUR, ERIC R",8476407467,,MARK WOHLFORD,8476407467,,,Limited,Limited,,Limited,,Limited,,3/9/2026,
AMT INTERIOR DESIGN INC,I6DR,DBA NONE,I6DR008Y,1743 WEST 33RD PLACE,,,HIALEAH,FL,UNITED STATES,33012,,german@amtservices.com,"MEJIA, GERMAN",,,"MEJIA, GERMAN",2104952900,german@amtservices.com,,Limited,,,,,,,3/9/2026,german@amtservices.com
AMTECH SOLUTIONS GROUP LLC,TECR,"DBA AMTECH AIRCRAFT SERVICES
DBA AMTECH AIRCRAFT SERVICES",TECR629E,17651 JOHN F. KENNEDY BLVD.,ALPHA SUITE 207,,HOUSTON,TX,UNITED STATES,77032,7142605179,sazavala@amtechsolutions.org,"ZAVALA, SALVADOR",,sazavala@amtechsolutions.org,,,,,Limited,,,Limited,,,,3/9/2026,sazavala@amtechsolutions.org
ANALAR CORPORATION,CZIR,,CZIR106D,41 AIRPARK ROAD,,,PRINCETON,NJ,UNITED STATES,08540,,,"RENZ, LAURIE",6099217681,,LAURIE RENZ,,lrenz@analarcorp.com,,Limited,,,Limited,,,,3/9/2026,
ANCHORAGE CUSTOM POWDER COATING INC,XC0R,,XC0R370N,6151 BURLWOOD STREET,,,ANCHORAGE,AK,UNITED STATES,99507,9075625635,donny@acpcak.com,"POWELL, DONNY",,,DONNY POWELL,9075625635,,,,,SpecializedService,,,,,3/9/2026,donny@acpcak.com
ANCRA INTERNATIONAL LLC,FS3R,,FS3R512L,601 SOUTH VINCENT AVE.,,,AZUSA,CA,UNITED STATES,91702,,,"YOUNG, JOHN",,jyoung@ancra.com,JORGE LEPE,6263460960,jlepe@ancra.com,Limited,,,,,,,EASA,3/9/2026,
"ANDERSON AEROMOTIVE, INC",DA7R,,DA7R134J,824 NORTH D STREET,,,GRANGEVILLE,ID,UNITED STATES,83530,2089833435,sales@andersonaeromotive.net,"ANDERSON, RAY",2089833435,andersonaero@mtida.n,"ANDERSON, RAYMOND, D.",2089833435,,"Class 2, Limited",Limited,,,"Class 2, Limited",,,EASA,3/9/2026,sales@andersonaeromotive.net
ANGELO PRECISION AIRCRAFT LLC,4FHR,DBA PRECISION AIRCRAFT SERVICES,4FHR610C,9134 HANGAR ROAD,,,SAN ANGELO,TX,UNITED STATES,76904,3259490643,fhinds@precisionaircraftservices.com,"HINDS, FRANK E.",,,"HINDS,  FRANK E",3259490643,,,Limited,Limited,,Limited,,Limited,,3/9/2026,fhinds@precisionaircraftservices.com
ANMARK LLC D/B/A ANMARK,MKCR,DBA ANMARK,MKCR282C,417 SOUTH CLARK DRIVE,,,TEMPE,AZ,UNITED STATES,85288,4809683126,emack@anmark.com,"MACK, ERNIE III",4809683126,,"LANDRY, MARCUS",4809683126,mlandry@anmark.com,Limited,,,,,,,,3/9/2026,emack@anmark.com
ANR AVIONICS LLC,H4NR,DBA HURON AVIONICS,H4NR191N,1511 N. TAXI TWO STREET,,,OWOSSO,MI,UNITED STATES,48867,8103642722,info@havionics.com,"WELLER, RANDALL",,,"WELLER, RANDY",8103642722,randy@havionics.com,,Limited,,,,,"Class 1, Class 2, Limited",,3/9/2026,info@havionics.com
ANSON AIR LLC,UZGR,DBA ANSON AVIATION,UZGR810K,12890-A HIGHWAY 6 S.,,,SUGAR LAND,TX,UNITED STATES,77498,,ggarris@boggspaving.com,"ATKINSON, DANA",2812422555,,"ATKINSON, DANA",2812422555,dana@ansonair.com,,Limited,,,,,,,3/9/2026,ggarris@boggspaving.com
ANSWERS AEROSPACE ENGINEERING LLC,YZ6R,,YZ6R162C,1838 W. PARKSIDE LANE,SUITE 100,,PHOENIX,AZ,UNITED STATES,85027,,,"MATHIAS, GREG ALAN",,,"GREG, MATHIAS",6233743395,gmathias@answersaerospace.com,,,Limited,,,,,EASA,3/9/2026,
ANTAVIA,X2VY,,X2VY223O,15 RUE SÉPAT,,,CAMPSAS,,FRANCE,82370,33563025249,laurent.bouissou@ametek.com,"BOUISSOU, LAURENT",,,"BERTATO, ERIC",,eric.bertato@ametek.com,Limited,Limited,Limited,"NonDestructiveTst, SpecializedService",,,Limited,,3/9/2026,laurent.bouissou@ametek.com
AOG AIRCRAFT SERVICE INC,A83R,,A83R661J,5314 NW 22ND AVE,,,TAMARAC,FL,UNITED STATES,33309,,,"FICK, KENNETH C.",9543511141,kenfick@aogaircraftservice.com____________________,KENNETH FICK,,,Limited,,,,,,,EASA,3/9/2026,
AOG AVIATION SPARES LLC,O45R,,O45R259Y,"114 KIRKLAND CIRCLE, SUITE B",,,OSWEGO,IL,UNITED STATES,60543,6308002795,erik.hatch@dac-ep.com,"HATCH, ERIK M.",6308002795,erik.hatch@dac-ep.com,"HATCH, ERIK",6308002795,erik.hatch@dac-ep.com,Limited,,,,,,,EASA,3/9/2026,erik.hatch@dac-ep.com
AOG REACTION COMPANY,TU1R,"DBA AOG REACTION, INC.",TU1R519K,526 AVIATOR DRIVE,,,FORT WORTH,TX,UNITED STATES,76179,,,"SAMSON, ROBERT E.",8174390700,rsamson@aogreaction.com,JAVON BOSTIC,8174390700,edrivera@aogreaction.com,"Class 1, Class 2, Class 3",,,,,,,EASA,3/9/2026,
AOG TECHNICK LLC,XB4R,DBA AOG ACCESSORIES,XB4R642M,2549 NW 74TH AVENUE,,,MIAMI,FL,UNITED STATES,33122,,,"ALEMAN, HUMBERTO",,,"ALFONSO, OJEDA",3055911899,aojeda@aogaccessories.com,Limited,,Limited,Equipment,,,Limited,"EASA, United Kingdom",3/9/2026,
AOG-ASAP AVIONICS INC,O0AR,,O0AR682Y,37451 BEECHCRAFT WAY,HANGAR 1,,WATKINS,CO,UNITED STATES,80137,3035206988,wheiss@msn.com,"HEISS, WILLIAM R.",,,"HEISS, WILLIAM R.",3035206988,wheiss@msn.com,,"Class 3, Limited",Limited,,,,Limited,,3/9/2026,wheiss@msn.com
APEX AIRCRAFT AND COMPONENT REPAIR 405 LLC,AP4R,,AP4R601E,308 W STATE HWY 152,SUITE 102,,MUSTANG,OK,UNITED STATES,73064,4053659077,apexrepair405@outlook.com,"MICHAEL, JACK",4053659077,,JACK MICHAEL,4053659077,apexrepair405@outlook.com,,Limited,,SpecializedService,,,,,3/9/2026,apexrepair405@outlook.com
APEX AVIATION INC,9VND,,9VND950B,79880 AVENUE 42,HANGAR B,,BERMUDA DUNES,CA,UNITED STATES,92203,,joe@apexaviationlv.com,"ABNEY, JOSEPH",,joe@apexaviationlv.com,,,,Limited,Limited,Limited,,"Class 3, Limited",Limited,Limited,,3/9/2026,joe@apexaviationlv.com
,9VNR,,9VNR950B,APEX AVIATION INC.,1410 JET STREAM DR. HANGAR SUITE 16,,HENDERSON,NV,UNITED STATES,89052,,,"ABNEY, JOSEPH",,,,,,Limited,Limited,Limited,,Limited,,Limited,,3/9/2026,
APEX AVIATION LMS LTD.,LMSY,,LMSY078E,"OFFICE 39, WINGS 4 & 5",SHANNON AIRPORT,,SHANNON,,IRELAND,V14 EE06,,,"COLGAN, SEAN",,,DAVID BROWNE,,david@apexaviation.ie,Limited,Limited,,,Limited,,,,3/9/2026,
APEX AVIATION LTD.,9XVY,,9XVY742D,GORTLANDROE INDUSTRIAL ESTATE,,,TARA,,IRELAND,E45 R251,,,"COLGAN, SEAN",,,DAVID BROWNE,,david@apexavaition.ie,,Limited,,,Limited,,,,3/9/2026,
APEX AVIONICS,APVR,,APVR627E,56850 HIGGINS DRIVE HANGER 2-9,,,THERMAL,CA,UNITED STATES,92274,4806366385,apexavionics@gmail.com,"SIMS, KENNETH L",4806366385,apexavionics@gmail.com,"SIMS, KENNETH L",4806366385,,,Limited,Limited,,,,Limited,,3/9/2026,apexavionics@gmail.com
